,name,payment_modes,locality
4237,Hungry Travellers Cafe,,"Dhanori, Pune"
4238,Shripad Idli Centre,,"Shaniwar Peth, Pune"
4239,CakeStory Desserts,,"Dhayari, Pune"
4240,Hotel Asha,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4241,Rolls Mania,"Cash and Cards accepted
Digital payments accepted","Undri, Pune"
4242,Zaika The Pan Shop,,"Kondhwa, Pune"
4243,The Burger Story,,"Wadgaon Sheri, Pune"
4244,Hyderabadi King Dum Box Biryani,,"Wakad, Pune"
4245,Kekiz The Cake Shop,,"Kondhwa, Pune"
4246,Banda Nawaz Express,"Cash and Cards accepted
Digital payments accepted","Lohegaon, Pune"
4247,Pizza House,,"Undri, Pune"
4248,De Sandwich Box,,"NIBM Road, Pune"
4249,Hotel Krushnalila,"
Digital payments accepted","Dhankawadi, Pune"
4250,Raj Delicious Sweets,,"Wakad, Pune"
4251,Pizza Hut,"Cash and Cards accepted
Digital payments accepted","Dhayari, Pune"
4252,Vadilal Ice Cream,,"Viman Nagar, Pune"
4253,Cocoa Patisserie and Bakery,Cash and Cards accepted,"Senapati Bapat Road, Pune"
4254,Smoodies,,"Hinjawadi, Pune"
4255,Zen Cafe,Cash and Cards accepted,"Koregaon Park, Pune"
4256,Ashirwad Pav Bhaji & Snacks,,"Bibvewadi, Pune"
4257,Craft Of Biryani,,"Hadapsar, Pune"
4258,Janai Fast Food,,"Pashan, Pune"
4259,Raqaabdars,,"Hinjawadi, Pune"
4260,Aishwarya Veg Non Veg,"Cash and Cards accepted
Digital payments accepted","Law College Road, Pune"
4261,Annapurna Pure Veg,"
Digital payments accepted","Kothrud, Pune"
4262,Multi Spice,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
4263,Cafe Dot Com,"
Digital payments accepted","Pimple Gurav, Pune"
4264,Itminaan Biryani - Dum Pukht,,"Kothrud, Pune"
4265,Roll Club,,"Erandwane, Pune"
4266,S D Chinese Corner,,"Katraj, Pune"
4267,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Kothrud, Pune"
4268,SB Chinese,,"Yerawada, Pune"
4269,Mirch Masala Resto Bar,Cash and Cards accepted,"Kothrud, Pune"
4270,Copper Chocs,,"Baner, Pune"
4271,The Chinese House,,"Dange Chowk, Pune"
4272,Gratis Fine Dine Restaurant,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4273,Haldiram's Chaat,,"Kothrud, Pune"
4274,The Pizza Way,,"Undri, Pune"
4275,S Kumar Wadewale,"
Digital payments accepted","Pimpri, Pune"
4276,ZAZA 22 Spice Biryani,,"Dhayari, Pune"
4277,Pawar IceCream Parlour,,"Magarpatta, Pune"
4278,Sidheswar Panwala,,"Wakad, Pune"
4279,Chickenology,"
Digital payments accepted","Hadapsar, Pune"
4280,Chefys Pizza,,"Hinjawadi, Pune"
4281,Mushrif  Chinese & Restaurant,,"Rasta Peth, Pune"
4282,Desi Bistro,"
Digital payments accepted","Undri, Pune"
4283,World Of Wings,,"Baner, Pune"
4284,Hungraze,,"Bavdhan, Pune"
4285,Morya Misal,"
Digital payments accepted","Kharadi, Pune"
4286,Delhi  Chaap Express,,"Wakad, Pune"
4287,Biryani Gowda,,"Wakad, Pune"
4288,Chinese Combo,,"Magarpatta, Pune"
4289,Ovenstory Pizza,,"Pimple Saudagar, Pune"
4290,Oye Kiddan,,"Kothrud, Pune"
4291,Shoubham Pure Veg,,"Wadgaon Sheri, Pune"
4292,Mankar Dosa,,"Deccan Gymkhana, Pune"
4293,Hotel Garwa Satyampuram Veg Non-Veg,"
Digital payments accepted","Hadapsar, Pune"
4294,Richie Rich,"
Digital payments accepted","Sinhgad Road, Pune"
4295,Superman's Cafe,"
Digital payments accepted","Nigdi, Pune"
4296,Chaitanya Paranthas,Cash and Cards accepted,"Viman Nagar, Pune"
4297,Sahyadri Special Thali,,"Karve Nagar, Pune"
4298,Fusion Of Tastes,,"Dhankawadi, Pune"
4299,Gargi Snacks,,"Viman Nagar, Pune"
4300,Angaara,,"Bavdhan, Pune"
4301,Burger KingKong,,"Hadapsar, Pune"
4302,Misal Darbar,"
Digital payments accepted","Undri, Pune"
4303,Homely Meals@69,,"Pimpri, Pune"
4304,Ribbons & Balloons,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
4305,Cad (M) Cad (B),"
Digital payments accepted","Sadashiv Peth, Pune"
4306,Sufi's,,"Wanowrie, Pune"
4307,Grand Pavilion - Grand Exotica Business Hotel,"Cash and Cards accepted
Digital payments accepted","Grand Exotica Business Hotel, Pune"
4308,Sai,,"Nucleus Mall, Camp, Pune"
4309,Cake Connection,,"Bavdhan, Pune"
4310,99 @ Chinesh,,"Hadapsar, Pune"
4311,Daksh Chinese And Restaurant,"
Digital payments accepted","Lohegaon, Pune"
4312,Rose Garden & Gulab Bhel,,"Parvati, Pune"
4313,Radhe Pure Veg and Snacks,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
4314,PK Biryani House,"Cash and Cards accepted
Digital payments accepted","Swargate, Pune"
4315,Panavar Ice Cream Parlour,,"Dhayari, Pune"
4316,Chai Shai,"
Digital payments accepted","Kharadi, Pune"
4317,Jai Ganesh Ice Cream,,"Wadgaon Sheri, Pune"
4318,Navmi Veg-Non Veg,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
4319,Crazy Shawarma,"
Digital payments accepted","Dhankawadi, Pune"
4320,Buddha's Bowl,,"Wakad, Pune"
4321,Royal Chinese And Dum Biryani's,,"Pimple Nilakh, Pune"
4322,Bebe Di Rasoi - Punjabi,,"Aundh, Pune"
4323,Comboman,,"Sinhgad Road, Pune"
4324,Yess Pizza,,"Viman Nagar, Pune"
4325,Smoke House Deli,,"Phoenix Market City, Viman Nagar, Pune"
4326,Hind Afghan,,"Mundhwa, Pune"
4327,Home Made Thali's,,"Akurdi, Pune"
4328,The Momos Box,,"Dhanori, Pune"
4329,Dabbawala Club,"
Digital payments accepted","Magarpatta, Pune"
4330,Jay Ganesh Pavbhaji & Pulav Center,,"Karve Nagar, Pune"
4331,GLOBO Ice Creams Of The World,,"Bavdhan, Pune"
4332,Chafa Cafe And Studio,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4333,Popcorn Garage,,"Koregaon Park, Pune"
4334,Biryani Master,,"Hadapsar, Pune"
4335,NOTO - Healthy Ice Cream,,"Shivaji Nagar, Pune"
4336,Sai Sagar Pure Veg,"
Digital payments accepted","Aundh, Pune"
4337,BOX8 - Desi Meals,,"Pimple Saudagar, Pune"
4338,Andhra Gunpowder,,"Kharadi, Pune"
4339,Winner Pizza (Fresh Dough),,"Dhankawadi, Pune"
4340,Winners Pizza(Fresh Dough),,"Pimple Nilakh, Pune"
4341,Baker's Basket,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
4342,Ghanshayam The Paratha House,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4343,The Bigg Bull,,"Bhugaon, Pune"
4344,RTC Cravings,,"Baner, Pune"
4345,Paan Culture,,"Viman Nagar, Pune"
4346,Rangla Punjab,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
4347,Hotel Malhar,"Cash and Cards accepted
Digital payments accepted","Pimple Gurav, Pune"
4348,Shree Pav Bhaji And Snacks,,"Pimpri, Pune"
4349,Cream Bell,,"Camp Area, Pune"
4350,Room For Dessert,,"Kothrud, Pune"
4351,La Pizzeria by Little Italy,"Cash and Cards accepted
Digital payments accepted","Balewadi High Street, Baner, Pune"
4352,Bansoori Pure Veg,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4353,Balaji Chinese  Center,,"Hadapsar, Pune"
4354,Ak Burger House,,"Shivane, Pune"
4355,Saishiv Restaurant,"
Digital payments accepted","Hadapsar, Pune"
4356,The Cake House N Cafe,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
4357,Claypot,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Kharadi, Pune"
4358,Turkish Ice Cream By Fumo Gelato,,"Pashan, Pune"
4359,AK Biryani House,,"Sinhgad Road, Pune"
4360,Taste N Twist,"
Digital payments accepted","Wagholi, Pune"
4361,Ruchi Family Restaurant,,"Koregaon Park, Pune"
4362,La Sicilia Bistro & Patisserie,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4363,Tasty Momos,,"Viman Nagar, Pune"
4364,Zakkass,,"Bavdhan, Pune"
4365,The Belgian Waffle Co.,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
4366,Natural Ice Cream,Cash and Cards accepted,"Bibvewadi, Pune"
4367,Hotel Kolhapuri,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4368,Hello Point,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
4369,Indian Cafe ,,"Hadapsar, Pune"
4370,Pizza Story,,"Sinhgad Road, Pune"
4371,Starbucks Coffee,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
4372,Swad Kitchen,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Nigdi, Pune"
4373,Zunka's,"
Digital payments accepted","Chandan Nagar, Pune"
4374,Break 'O' Fast,"
Digital payments accepted","Kharadi, Pune"
4375,Shegaon Kachori,,"Camp Area, Pune"
4376,Sandwich Express,"
Digital payments accepted","Aundh, Pune"
4377,Royal Cafe,,"Wakad, Pune"
4378,Tales of Biryani,,"Baner, Pune"
4379,Sri Krishna Aanand Bhavan,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4380,Faasos,,"Wakad, Pune"
4381,Home Kitchen,,"Pimple Nilakh, Pune"
4382,Shawarma And Salads,"
Digital payments accepted","Pimple Nilakh, Pune"
4383,Cake & Desserts - Ishwari's Kitchen,,"Bibvewadi, Pune"
4384,Athavan,"Cash and Cards accepted
Digital payments accepted","Dange Chowk, Pune"
4385,Dikhawa Dhaba,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
4386,Malabar,,"Viman Nagar, Pune"
4387,Punjabi Chef,"Cash and Cards accepted
Digital payments accepted","Mundhwa, Pune"
4388,Dainostic Chinese Foods,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
4389,Hotel Al Madeena,,"Lohegaon, Pune"
4390,Jumboking - Indian Burger,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
4391,The Greedy Man Pizzeria,"
Digital payments accepted","Wadgaon Sheri, Pune"
4392,Taste Of Chinese,,"Baner, Pune"
4393,Kebabi,"
Digital payments accepted","Kondhwa, Pune"
4394,Hotel Arambha,,"Model Colony, Pune"
4395,New Aswad Gomantak,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
4396,Khana Khazana,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
4397,The Coffee Cafe,,"Kharadi, Pune"
4398,Cafe Chokolade,"
Digital payments accepted","Bibvewadi, Pune"
4399,Biryani Blast,,"Kharadi, Pune"
4400,RollChi,"Cash and Cards accepted
Digital payments accepted","Vishrantwadi, Pune"
4401,Qfc Restaurant,,"Dhanori, Pune"
4402,SK Sai Krupa Chinese,,"Parvati, Pune"
4403,The Lit Momos,,"Bibvewadi, Pune"
4404,Good Food Roll House,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4405,KGN Xprs,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
4406,New Ramdev Dhaba,"
Digital payments accepted","Kharadi, Pune"
4407,The J's Pizza,,"Wakad, Pune"
4408,Salad Tender,,"Wadgaon Sheri, Pune"
4409,Atharva Foods Center & Tiffin Service,,"Pimple Saudagar, Pune"
4410,Hidayat Biryani House,,"Kondhwa, Pune"
4411,Mocha,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4412,Burger Mines,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
4413,New Apurwai Non Veg,"
Digital payments accepted","Sadashiv Peth, Pune"
4414,Faasos,,"Ravet, Pune"
4415,Ram Krishna,Cash and Cards accepted,"Camp Area, Pune"
4416,Mauli Medico,,"FC Road, Pune"
4417,McCafe by McDonald's,,"Wadgaon Sheri, Pune"
4418,Bapat Misal Corner,,"Karve Nagar, Pune"
4419,Hotel Occazia,,"Dhanori, Pune"
4420,Hotel Samrat,Cash and Cards accepted,"Pune-Solapur Road, Pune"
4421,BBQ Bites,,"Kondhwa, Pune"
4422,Rajasthani Sweets,,"Kharadi, Pune"
4423,Pizza Burger Factory,,"B.T. Kawade Road, Pune"
4424,Mauli Paratha,"
Digital payments accepted","Kharadi, Pune"
4425,Vaibhav Lunch Home,"Cash and Cards accepted
Digital payments accepted","Pune University, Pune"
4426,Homemade,,"Pimple Saudagar, Pune"
4427,Chinese@69,,"Pimple Gurav, Pune"
4428,Sagar Inn,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4429,Burger Jackpot,,"Kharadi, Pune"
4430,All India Permit,Cash and Cards accepted,"Pashan, Pune"
4431,The Saoji Kitchen,,"Pimpri, Pune"
4432,Potoba,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
4433,Kerala Restaurant,,"NIBM Road, Pune"
4434,Ashirwad Dinning Hall,Cash and Cards accepted,"Kothrud, Pune"
4435,Hotel Namaskar,,"Hadapsar, Pune"
4436,LeanCrust Pizza - ThinCrust Experts,,"Salunkhe Vihar Road, Pune"
4437,Kareem's,Cash and Cards accepted,"Koregaon Park, Pune"
4438,The Cottage,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
4439,Hungry Jack's,"
Digital payments accepted","Pimpri, Pune"
4440,Shagun Mithai,,"Chinchwad, Pune"
4441,Satvik Misal,"
Digital payments accepted","Pimple Gurav, Pune"
4442,Banarasi Chatkara,Cash and Cards accepted,"Pimple Saudagar, Pune"
4443,The Kathi Rolls,,"Aundh, Pune"
4444,Good Luck Chinese,"
Digital payments accepted","Kharadi, Pune"
4445,Gareeb Nawaj Dam Biryani House ,,"Erandwane, Pune"
4446,Shree Sairat Biryani,"
Digital payments accepted","Wagholi, Pune"
4447,Pakeeza,,"Bhosari, Pune"
4448,The Rassa Culture,,"Baner, Pune"
4449,Chaayos Chai+Snacks=Relax,,"Hinjawadi, Pune"
4450,Aadi's Burger & Foods,,"Mundhwa, Pune"
4451,Mahananda Foods,"
Digital payments accepted","Warje, Pune"
4452,Waranga Special Biryani,,"Karve Nagar, Pune"
4453,Red Orchid's China Bistro,,"Karve Nagar, Pune"
4454,Waflz & Krepz,,"NIBM Road, Pune"
4455,The Momo Panda,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
4456,The Bowl Factory,,"Kharadi, Pune"
4457,Mad Over Donuts,Cash and Cards accepted,"Baner, Pune"
4458,Indian Spice,,"Hadapsar, Pune"
4459,Cafe Peter,Cash and Cards accepted,"Kothrud, Pune"
4460,Purna Anna Gharghuti Padhatichey Snacks,,"Ravet, Pune"
4461,KGN Family Restaurant,"
Digital payments accepted","Chandan Nagar, Pune"
4462,Hotel Sagar Gharguti Muttan Khanawal,"
Digital payments accepted","Bhosari, Pune"
4463,The Baker's Dozen,,"Kalyani Nagar, Pune"
4464,Bramhas Kitchen,,"Wakad, Pune"
4465,Torna Misal,"Cash and Cards accepted
Digital payments accepted","Vishrantwadi, Pune"
4466,Punjab Canteen,Cash and Cards accepted,"Kothrud, Pune"
4467,Bread Bash,,"Chinchwad, Pune"
4468,Gangamma Chinese And Snacks Center,,"Khadki, Pune"
4469,Keventers Ice Creams,,"Viman Nagar, Pune"
4470,Masala World,"
Digital payments accepted","Kharadi, Pune"
4471,Puna Darbar,,"Talawade, Pune"
4472,Dhaba Curry,,"Pimpri, Pune"
4473,Cafe Town,"
Digital payments accepted","Bhosari, Pune"
4474,Soni Sandwiches,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
4475,MOJO Pizza - 2X Toppings,,"Baner, Pune"
4476,Cake N Cafe,"
Digital payments accepted","Parvati, Pune"
4477,The Davangeri Benne Dosa Hotel,,"Chinchwad, Pune"
4478,Her Paratha Factory,,"Rasta Peth, Pune"
4479,Coffee Saaz,"
Digital payments accepted","Tilak Road, Pune"
4480,Hyderabad Biryani Paradise,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4481,Rambo’s  Biryani House,,"Erandwane, Pune"
4482,Atharva Eggs Corner,Cash and Cards accepted,"Tilak Road, Pune"
4483,Surti Egg Masti,,"Wakad, Pune"
4484,Namaste Khichdi,,"Baner, Pune"
4485,Chowbus,,"Nigdi, Pune"
4486,The Clean Calorie,,"Aundh, Pune"
4487,Raut Snacks,"
Digital payments accepted","Shukrawar Peth, Pune"
4488,Baskin Robbins,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
4489,Eatsome,"Cash, Cards and Meal Coupons accepted","Baner, Pune"
4490,Chinese Gully,,"Bavdhan, Pune"
4491,Biryani's Kisi Bhi Time,,"Hadapsar, Pune"
4492,Underground Cafe,,"Mulshi Road, Pune"
4493,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Yerawada, Pune"
4494,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Kothrud, Pune"
4495,Desi Handi,,"Pimpri, Pune"
4496,Royal Tandoor House,,"Sinhgad Road, Pune"
4497,Veg Sutra,,"Pashan, Pune"
4498,N'tice Biryani Republic,,"Pimple Saudagar, Pune"
4499,Lungilot,,"Pimple Nilakh, Pune"
4500,Platinum Dragon Chinese,,"Karve Nagar, Pune"
4501,Cafe Durga,"
Digital payments accepted","Kothrud, Pune"
4502,Samadhan Lunch Home,"
Digital payments accepted","Kharadi, Pune"
4503,Senorita's Mexican Kitchen,,"Chinchwad, Pune"
4504,Royal Cake And More,,"Kondhwa, Pune"
4505,Raj Restaurant,,"Karve Nagar, Pune"
4506,The Chinese Point,"
Digital payments accepted","Baner, Pune"
4507,Panjabi Rasoi,,"Pimple Nilakh, Pune"
4508,L'dorado 2.0,,"Aundh, Pune"
4509,Cafe Buddy's Espresso,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
4510,Savlahari Pot Ice-Cream & Mastani,Cash and Cards accepted,"Hadapsar, Pune"
4511,KGN Xprs,,"Wagholi, Pune"
4512,SK's Katthi Kabab Rolls,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
4513,Hotel Malabar,,"Narhe, Pune"
4514,Swami Om Ice Cream,,"Satara Road, Pune"
4515,Upsouth,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4516,Bengali Sweets And Foods,,"Viman Nagar, Pune"
4517,Nayak Multicuisine Family Restaurant,"
Digital payments accepted","Hinjawadi, Pune"
4518,Kukku Delights,,"Mundhwa, Pune"
4519,Behrouz Biryani,,"Sinhgad Road, Pune"
4520,Caffe 29,,"Camp Area, Pune"
4521,Swad Gomantak,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4522,New Kerala Restaurant,"
Digital payments accepted","Pimpri, Pune"
4523,Baskin Robbins,,"Hinjawadi, Pune"
4524,The Eatery Cheese,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4525,S Kumar Wadewale,"
Digital payments accepted","Kharadi, Pune"
4526,Labbaik Biryani House,,"Camp Area, Pune"
4527,MH 14 King Of Chinese & Tandoor,,"Wakad, Pune"
4528,Fatcook,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4529,Momo Freaks,,"Pimple Nilakh, Pune"
4530,Momo Monk,,"Sinhgad Road, Pune"
4531,Padmavati Chinese Corner,"
Digital payments accepted","Parvati, Pune"
4532,MH Thali,,"Kharadi, Pune"
4533,Chinesh Meal,,"Hadapsar, Pune"
4534,Praju's Kitchen,,"Pashan, Pune"
4535,Surekha,,"Pimpri, Pune"
4536,Grandmama's Cafe,Cash and Cards accepted,"Koregaon Park, Pune"
4537,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Baner, Pune"
4538,Sharma Ice Cream and Pav Bhaji,Cash and Cards accepted,"Nigdi, Pune"
4539,Falahaar,"Cash and Cards accepted
Digital payments accepted","Amanora Town Centre, Hadapsar, Pune"
4540,Largo Pizzeria,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4541,Almas Restaurant,"Cash and Cards accepted
Digital payments accepted","Yerawada, Pune"
4542,7th Heaven,Cash and Cards accepted,"Pimple Saudagar, Pune"
4543,Ubuntu Kitchens,"
Digital payments accepted","Kharadi, Pune"
4544,Bramha's Kitchen,,"Karve Nagar, Pune"
4545,Marrakesh,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
4546,Maasa Lite,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4547,Shree Vallabh Veg Restaurant ,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4548,Fish O Fish,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4549,Nutri Narcos,,"Wakad, Pune"
4550,Homely Meals@69,,"Akurdi, Pune"
4551,Effingut 2 Go,Cash and Cards accepted,"Camp Area, Pune"
4552,Crispy Cafe,,"Pimple Saudagar, Pune"
4553,21 Central Park - Multi Cuisine Kitchen,,"Viman Nagar, Pune"
4554,SagarG,,"Hadapsar, Pune"
4555,Hyderabad Darbar,,"Kharadi, Pune"
4556,Cheesy Shevpav,,"Dange Chowk, Pune"
4557,Hotel Meghraj,"Cash, Cards and Meal Coupons accepted","Hadapsar, Pune"
4558,Swad Paratha House,"
Digital payments accepted","Kothrud, Pune"
4559,Desi Tadka,,"Lohegaon, Pune"
4560,Caffeinator,,"Pimple Nilakh, Pune"
4561,Chaayos Chai+Snacks=Relax,,"Baner, Pune"
4562,Mr Lollypop,,"Wadgaon Sheri, Pune"
4563,Cad (M) Cad (B),"
Digital payments accepted","Rasta Peth, Pune"
4564,Hotel Saanjh,,"Chinchwad, Pune"
4565,Cheesiano Pizza,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4566,Makhni Brothers,,"Magarpatta, Pune"
4567,Veer ji Malai Chaap Wale ,,"Viman Nagar, Pune"
4568,Al Madina Biryani House,,"Sinhgad Road, Pune"
4569,Hindavi Swarajya Dining And Fast Food,"
Digital payments accepted","JM Road, Pune"
4570,Janseva Bhojanalaya,"Cash and Cards accepted
Digital payments accepted","Deccan Gymkhana, Pune"
4571,Mad Over Donuts,Cash and Cards accepted,"Phoenix Market City, Viman Nagar, Pune"
4572,Jogeshwari Misal,,"Kondhwa, Pune"
4573,Geeta Dining Hall,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
4574,Kaka Halwai Sweets,,"Rasta Peth, Pune"
4575,Radhe - The Perfect Kitchen,,"Karve Nagar, Pune"
4576,More Dosa,"
Digital payments accepted","Kothrud, Pune"
4577,Philly Fried Chicken,,"Wadgaon Sheri, Pune"
4578,The Roaming Recipe,"
Digital payments accepted","Baner, Pune"
4579,Kulhad,"
Digital payments accepted","Baner, Pune"
4580,Hotel Red Chilly,"
Digital payments accepted","Hadapsar, Pune"
4581,Starboy Pizza & Shakes,,"Balewadi, Pune"
4582,Qing Dynasty,,"Baner, Pune"
4583,Hotel Ashoka,,"Bhosari, Pune"
4584,Karim Caterers,,"Ghorpadi, Pune"
4585,Crazy Cheezy Burger,,"Wadgaon Sheri, Pune"
4586,BBQ Bunker,,"Dhanori, Pune"
4587,Hotel Sandeep,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
4588,Hotel Kanchan,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
4589,Woodlands Restaurant and Bar,Cash and Cards accepted,"Erandwane, Pune"
4590,La Cheezy,"
Digital payments accepted","Kharadi, Pune"
4591,Hotel Rangda,,"Karve Nagar, Pune"
4592,Khavayye Nashta And Dosa Center,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
4593,Khatri Bandhu Pot Ice Cream And Mastani,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
