,name,payment_modes,locality
4468,Spice Wave,,"Senapati Bapat Road, Pune"
4469,Riyas Chinese Tandoor Biryani,,"Bhosari, Pune"
4470,Soups Sezwans & Noodles,,"Hadapsar, Pune"
4471,Apni Indian Rasoi,"
Digital payments accepted","Sadashiv Peth, Pune"
4472,Superman Momos,,"Wadgaon Sheri, Pune"
4473,Firangi Bake,,"Kondhwa, Pune"
4474,Fiery Nation,,"Magarpatta, Pune"
4475,Kadhai Ghar Ghar Ki Restaurants,,"Wagholi, Pune"
4476,Royal Biryanis And Restaurant,"
Digital payments accepted","Katraj, Pune"
4477,Arya Coffee Shop,,"Wanowrie, Pune"
4478,Sahyadri Non Veg,,"Kothrud, Pune"
4479,Hotel Lai Bhari,"
Digital payments accepted","Bhosari, Pune"
4480,Caffix Rolls,"
Digital payments accepted","Pimpri, Pune"
4481,Udupi Lunch Home,,"Senapati Bapat Road, Pune"
4482,Radhey Idli Dosa Cafe,"
Digital payments accepted","Nigdi, Pune"
4483,Grill Masters,,"Kharadi, Pune"
4484,Aadhijevan,,"Balewadi, Pune"
4485,Hotel Utsav Deluxe,Cash and Cards accepted,"Satara Road, Pune"
4486,Govind Garden,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
4487,Jogeshwari Misal,,"Kondhwa, Pune"
4488,Best Belgian Waffle,"
Digital payments accepted","Kothrud, Pune"
4489,Ovenstory Pizza,,"Wakad, Pune"
4490,The Cake & Cream Factory,,"Tilak Road, Pune"
4491,Rolls Maniac,,"Lohegaon, Pune"
4492,Shifa Restaurant,"
Digital payments accepted","Camp Area, Pune"
4493,Homely Meal Box,,"Hinjawadi, Pune"
4494,Padmaja Pure Veg,"
Digital payments accepted","Wakad, Pune"
4495,The Dessert Heaven,,"Kothrud, Pune"
4496,Dragon Bowl,,"Baner, Pune"
4497,Pav King,,"Baner, Pune"
4498,Hotel Leaf,"
Digital payments accepted","Chinchwad, Pune"
4499,Akshay Snacks,"
Digital payments accepted","Magarpatta, Pune"
4500,Biryani King,,"Bhosari, Pune"
4501,Shree Baba Ramdev Thal,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
4502,Spicy Crew Caterers,"
Digital payments accepted","Lohegaon, Pune"
4503,Asian Hut,,"Viman Nagar, Pune"
4504,Varietea Cafe,"
Digital payments accepted","Shukrawar Peth, Pune"
4505,Asia 91,"
Digital payments accepted","NIBM Road, Pune"
4506,Pizza & Burger Studio,,"Wanowrie, Pune"
4507,Steamy Street,,"Pimple Gurav, Pune"
4508,Confection Connection,,"Pimple Saudagar, Pune"
4509,Kok Pa Chinese,Cash and Cards accepted,"Shivaji Nagar, Pune"
4510,RK Pure Veg,Cash and Cards accepted,"Vishrantwadi, Pune"
4511,Maharashtra Biryani,"
Digital payments accepted","Sadashiv Peth, Pune"
4512,Dawat,,"Wakad, Pune"
4513,Wok Dynasty,,"Aundh, Pune"
4514,Pizza Gourmet Kitchen,,"Wakad, Pune"
4515,SB Chinese,,"Yerawada, Pune"
4516,Murli Pure Veg,"Cash and Cards accepted
Digital payments accepted","Dhayari, Pune"
4517,Dadaji Sweets,,"Pimpri, Pune"
4518,Tatva The Vegetarian Kitchen,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4519,The Welcome Mat,,"Dhanori, Pune"
4520,Hot & Spice Chinese Corner,,"Pimple Saudagar, Pune"
4521,Witcher's Den,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4522,Sweet World,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4523,Cafe Chocolicious,,"Talawade, Pune"
4524,Chinese Culture,,"Pimple Gurav, Pune"
4525,Chandrama Garden Family Restaurant,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
4526,Gazania Foods,,"Talawade, Pune"
4527,Smokin' Joe's,"Cash, Cards and Meal Coupons accepted","Viman Nagar, Pune"
4528,The Cult - Terra,Cash and Cards accepted,"Magarpatta, Pune"
4529,Mithas,,"Yerawada, Pune"
4530,A1 Xprs,,"Ravet, Pune"
4531,Pizza Hut Express,,"Senapati Bapat Road, Pune"
4532,Timo - Kitchen & Bar,Cash and Cards accepted,"Bavdhan, Pune"
4533,The Indian Spice Kitchen,,"Karve Nagar, Pune"
4534,6story,Cash and Cards accepted,"Koregaon Park, Pune"
4535,Domino's Pizza,"Cash, Cards and Meal Coupons accepted","Sinhgad Road, Pune"
4536,Patna Litti chokha,,"Pimple Saudagar, Pune"
4537,Rasoi Punjab,,"Bhosari, Pune"
4538,The Donuts & Cheesecake Factory,"
Digital payments accepted","Viman Nagar, Pune"
4539,Bebe Di Rasoi - Punjabi,,"Aundh, Pune"
4540,Centric Kitchen,"
Digital payments accepted","Kothrud, Pune"
4541,Green Sampan,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
4542,The Waffle Jar,,"Viman Nagar, Pune"
4543,Barbie Cafe,,"Undri, Pune"
4544,Kalyani Veg,Cash and Cards accepted,"Kalyani Nagar, Pune"
4545,Sahil,,"Viman Nagar, Pune"
4546,Thorat's Baarbeque Misal,"
Digital payments accepted","Viman Nagar, Pune"
4547,The Wrap Co.,,"Hinjawadi, Pune"
4548,The Puneri Breakfast,"
Digital payments accepted","Pimple Gurav, Pune"
4549,Balaji Snacks,,"Destination Centre, Magarpatta, Pune"
4550,The Good Bowl,,"Wakad, Pune"
4551,Aditya House Pure Veg,"
Digital payments accepted","Pimpri, Pune"
4552,Hindavi Swarajya Kulfi,,"Pimple Gurav, Pune"
4553,Taste Of Malabar,,"Akurdi, Pune"
4554,Indian Masala Magic,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4555,Ghar Ka Khana,,"Dhanori, Pune"
4556,Joshi Wadewale,"
Digital payments accepted","Viman Nagar, Pune"
4557,MG's Pizzburg,,"Pimpri, Pune"
4558,Raahguzar,,"Koregaon Park, Pune"
4559,Gire And Sons,,"Dhankawadi, Pune"
4560,Mithla Paratha & Thali House,"
Digital payments accepted","Balewadi, Pune"
4561,Chopsticks Chinese,,"Mundhwa, Pune"
4562,Sammich,"
Digital payments accepted","Hadapsar, Pune"
4563,Badshahi Boarding House,,"Tilak Road, Pune"
4564,Champs Pizza,"
Digital payments accepted","Hadapsar, Pune"
4565,Salwabites,"
Digital payments accepted","Undri, Pune"
4566,Balaji Pav Bhaji,"
Digital payments accepted","Karve Nagar, Pune"
4567,Taste Of Hyderabad,"Cash and Cards accepted
Digital payments accepted","Dhole Patil Road, Pune"
4568,Arabian Knight,,"Viman Nagar, Pune"
4569,Bansoori Pure Veg,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4570,MH 12 Biryani House,"
Digital payments accepted","Dhankawadi, Pune"
4571,Cafe Rolls Inn,"
Digital payments accepted","Koregaon Park, Pune"
4572,Maggi In A Bowl,,"Wadgaon Sheri, Pune"
4573,Cafe Pizza N Burger,,"Kothrud, Pune"
4574,Namah - Hotel Ambience Excellency,"Cash and Cards accepted
Digital payments accepted","Hotel Ambience Excellency, Wakad, Pune"
4575,Hotel Malabar,,"Kondhwa, Pune"
4576,Hero Sandwiches,,"Wakad, Pune"
4577,Chilli Pepper,,"Dhanori, Pune"
4578,Yash Dosa And Snacks Center,,"Wagholi, Pune"
4579,Dorje & The Bell,"Cash and Cards accepted
Digital payments accepted","Pimple Nilakh, Pune"
4580,Samarth Food,,"Bavdhan, Pune"
4581,Domino's Pizza,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Wakad, Pune"
4582,Kasturi Thali,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
4583,Royal Chinese,,"Wakad, Pune"
4584,Maharaja Biryani,"
Digital payments accepted","Katraj, Pune"
4585,Faasos,,"Baner, Pune"
4586,Girme Wadewale,"
Digital payments accepted","Kharadi, Pune"
4587,Rocky Chinese Corner,,"Pimpri, Pune"
4588,Biryani Wali,,"Hadapsar, Pune"
4589,Hotel Siddhipriya,"
Digital payments accepted","Pimple Gurav, Pune"
4590,Pizza Hub,,"Kothrud, Pune"
4591,The Fishbowl - Hyatt Pune,Cash and Cards accepted,"Hyatt Pune, Nagar Road, Pune"
4592,BottomsUp Resto,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4593,Darkness Fantasy,,"NIBM Road, Pune"
4594,CakeShahi,,"JM Road, Pune"
4595,Mh 12 Pav Bhaji,"
Digital payments accepted","Rasta Peth, Pune"
4596,Ashwamedh,"Cash and Cards accepted
Digital payments accepted","Shaniwar Peth, Pune"
4597,Log House Restaurant,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4598,South Samrat Pure Veg,,"Wanowrie, Pune"
4599,Karachi Sweet Mart,,"Camp Area, Pune"
4600,The Lit Momos,,"Bibvewadi, Pune"
4601,Kaka Halwai,,"Erandwane, Pune"
4602,Saadgi Veg Non Veg,,"Sinhgad Road, Pune"
4603,Lusty Sandwich,,"Baner, Pune"
4604,Martand Misal & Special Tea,,"Sadashiv Peth, Pune"
4605,Nizams Biryani,,"Hadapsar, Pune"
4606,Cafe From The Tree,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4607,Cafe 9's,"
Digital payments accepted","Karve Nagar, Pune"
4608,Alibag Xpress,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4609,The Royal Cafe,"
Digital payments accepted","Hinjawadi, Pune"
4610,Hotel Arnav,,"Akurdi, Pune"
4611,Gangamma Chinese And Snacks Center,,"Khadki, Pune"
4612,Cafe Durga,"
Digital payments accepted","Baner, Pune"
4613,Jalebi Experiment,,"Warje, Pune"
4614,Surti Egg Masti,,"Wakad, Pune"
4615,Gayatri Kachi Dabeli & Sandwich,,"Shaniwar Peth, Pune"
4616,Olympia,,"East Street, Pune"
4617,Virinda Pav Bhaji,"
Digital payments accepted","Wakad, Pune"
4618,Andhra Gunpowder,,"Pimple Nilakh, Pune"
4619,Vasu Vada Pav Center,,"Nigdi, Pune"
4620,Momoya!,,"Wakad, Pune"
4621,Natural Ice Cream,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
4622,Sodhi Naan House,"
Digital payments accepted","Kondhwa, Pune"
4623,Punjabi Grill,"
Digital payments accepted","Hadapsar, Pune"
4624,Dhaba Curry,,"Pimpri, Pune"
4625,Hydrabadi Dum Biryani,"
Digital payments accepted","Sadashiv Peth, Pune"
4626,Waffle 24.com,,"Wadgaon Sheri, Pune"
4627,Bhook Lagi,,"Pimpri, Pune"
4628,KBC - Kabab Biryani Chinese,"
Digital payments accepted","Sinhgad Road, Pune"
4629,Matoshree Foods,Cash and Cards accepted,"Wagholi, Pune"
4630,Cafe Down Town,,"Pimple Saudagar, Pune"
4631,Santosh Bakery,,"Shivaji Nagar, Pune"
4632,Garva Biryani,"
Digital payments accepted","Sadashiv Peth, Pune"
4633,Cafe Coffee Hutt,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4634,Garvaa Biryani,,"Mundhwa, Pune"
4635,Shahi Durbar,,"Wadgaon Sheri, Pune"
4636,"Honeydukes Bakery, Cafe & Icecream Parlour","
Digital payments accepted","Dhayari, Pune"
4637,Shree Bhel & Farsan,,"Satara Road, Pune"
4638,Yahoo Momos,"
Digital payments accepted","Warje, Pune"
4639,Delhi Darbar,,"Dhankawadi, Pune"
4640,Chinese HotSpot,,"Kharadi, Pune"
4641,Zakkass,,"Bavdhan, Pune"
4642,Kolhapur Tadka,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
4643,Tasty Punjab,"Cash and Cards accepted
Digital payments accepted","Magarpatta, Pune"
4644,Subway,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hinjawadi, Pune"
4645,Lavani Mirchi,,"Dhanori, Pune"
4646,Taste N Twist,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Kharadi, Pune"
4647,WOW! Momo,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4648,Cafe Canephora,"
Digital payments accepted","Karve Nagar, Pune"
4649,House Of Candy,,"The Pavillion, Senapati Bapat Road, Pune"
4650,Mad Momos,,"Baner, Pune"
4651,Deshpande's Kitchen,,"Kothrud, Pune"
4652,The Second Wife,,"NIBM Road, Pune"
4653,A-1 Zaika Biryani House & Catering Service,"
Digital payments accepted","Sinhgad Road, Pune"
4654,Kimling,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Wanowrie, Pune"
4655,KFC,Cash and Cards accepted,"Westend Mall, Aundh, Pune"
4656,Shahi Darbar,,"Aundh, Pune"
4657,Mauli Medico,,"FC Road, Pune"
4658,Lockdown Craving,,"Hinjawadi, Pune"
4659,What' A Sandwich!,"Cash and Cards accepted
Digital payments accepted","Magarpatta, Pune"
4660,Faasos,,"Erandwane, Pune"
4661,Signature Veg - Non veg,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4662,Akhtar A1 Caterers,,"Wagholi, Pune"
4663,Pawar IceCream Parlour,,"Magarpatta, Pune"
4664,Kalika Classics,,"Narhe, Pune"
4665,Paratha Envy,,"Pimple Saudagar, Pune"
4666,Vamos,,"Hadapsar, Pune"
4667,Boteco - Restaurante Brasileiro,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4668,WarmOven Cake & Desserts,,"Baner, Pune"
4669,Nawaz Caterers,"
Digital payments accepted","Hadapsar, Pune"
4670,Mini Indore,"
Digital payments accepted","Pimple Saudagar, Pune"
4671,Hotel Reddy,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4672,WarmOven Cake & Desserts,,"Wakad, Pune"
4673,Lama Momos,"Cash and Cards accepted
Digital payments accepted","NIBM Road, Pune"
4674,Biryani Blast,,"Kharadi, Pune"
4675,Jalsa Biryani,"
Digital payments accepted","Narhe, Pune"
4676,Krispy Kulcha Land,,"Kharadi, Pune"
4677,The Basil Deck,Cash and Cards accepted,"Bibvewadi, Pune"
4678,The Cult - House,Cash and Cards accepted,"Magarpatta, Pune"
4679,Kakacha Chah,"
Digital payments accepted","Viman Nagar, Pune"
4680,Gargi Snacks,,"Viman Nagar, Pune"
4681,Arab Zaika,,"Bhosari, Pune"
4682,Cafe Deja Vu,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
4683,Cafe Chokolade,,"Pimpri, Pune"
4684,Rajnandini Dairy,,"Karve Nagar, Pune"
4685,Fatsome Burgers,,"Wadgaon Sheri, Pune"
4686,WS Bakers,,"Sus, Pune"
4687,Burger Jackpot,,"Kharadi, Pune"
4688,Ramsar Bakery,,"Shivaji Nagar, Pune"
4689,Cake Story Desserts,"
Digital payments accepted","Kharadi, Pune"
4690,Zaika Seek Kabab & Chinese Center,"
Digital payments accepted","Wadgaon Sheri, Pune"
4691,Surya Sagar,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
4692,PK Burger & Kabab Point,"
Digital payments accepted","Hadapsar, Pune"
4693,Tiranga Veg Non-Veg,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
4694,Mad Over Chinese,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4695,Vaishali Restaurant,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
4696,The J,Cash and Cards accepted,"Viman Nagar, Pune"
4697,Hotel Al Zaika,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Yerawada, Pune"
4698,Khao Piyo Junction,,"Kharadi, Pune"
4699,Mealful Rolls - Meals In A Roll,,"Pimple Saudagar, Pune"
4700,Balaji Fast Food,"
Digital payments accepted","Dhankawadi, Pune"
4701,Anna Vadapav,,"Dhanori, Pune"
4702,Hotel Trupti Veg & Non Veg,,"Wakad, Pune"
4703,Darjeeling Cafe,,"Balewadi, Pune"
4704,Blue Nile,Cash and Cards accepted,"Camp Area, Pune"
4705,Butter Brews,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4706,Cafe Hugs & Mugs,"
Digital payments accepted","Katraj, Pune"
4707,Ashapuri Dining Hall,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
4708,Kebab Hut,,"Senapati Bapat Road, Pune"
4709,Hyderabad Vibes,"Cash and Cards accepted
Digital payments accepted","Dhole Patil Road, Pune"
4710,Snackzyy,"
Digital payments accepted","Chinchwad, Pune"
4711,Wok And Grill,,"Undri, Pune"
4712,Hotel Spice Up,"
Digital payments accepted","Bhugaon, Pune"
4713,Hotel Dawat Biryani House,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
4714,Bluffin Muffin,"Cash and Cards accepted
Digital payments accepted","Chandan Nagar, Pune"
4715,Rap N Roll,,"Pimple Saudagar, Pune"
4716,Mad 4 Momos,,"Lohegaon, Pune"
4717,The Cake Box ,"
Digital payments accepted","Wagholi, Pune"
4718,The Shawarma Delight,"
Digital payments accepted","Pimple Gurav, Pune"
4719,Hotel Tanishka,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4720,Itss Yummyy,"
Digital payments accepted","Katraj, Pune"
4721,Sai Kok-Pa Chinese,Cash and Cards accepted,"Kothrud, Pune"
4722,Sai Bhojanalay,"
Digital payments accepted","Dhole Patil Road, Pune"
4723,Mathura Dairy Ice Cream Parlour,"
Digital payments accepted","Kothrud, Pune"
4724,7th Heaven,"
Digital payments accepted","Nigdi, Pune"
4725,Dragon Wok,,"Bhosari, Pune"
4726,Mamata Dining Hall,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
4727,Taco Mania,,"Salunkhe Vihar Road, Pune"
4728,Shangri-La,Cash and Cards accepted,"Erandwane, Pune"
4729,Test Me Best Restaurant,,"Dhankawadi, Pune"
4730,Delight Veg-Non Veg,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
4731,Captain Rolls,,"Undri, Pune"
4732,PVS Tiffins And Snacks,,"Ravet, Pune"
4733,Biryani Express,,"Ravet, Pune"
4734,Garam Veg Restaurant,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
4735,Rajdhani Sweets,,"Akurdi, Pune"
4736,Mr.Fries,"
Digital payments accepted","Nigdi, Pune"
4737,Bhayankar Burgers,,"Balewadi, Pune"
4738,Royal Burgerio,,"Dhankawadi, Pune"
4739,Spring Onion,Cash and Cards accepted,"Baner, Pune"
4740,Temptations,,"Viman Nagar, Pune"
4741,Caramella's,,"Bhosari, Pune"
4742,Lababdaries,,"Erandwane, Pune"
4743,LunchBox - Meals and Thalis,,"Camp Area, Pune"
4744,Malji's Saiba Farsan Bhelpuri Centre,"
Digital payments accepted","Parvati, Pune"
4745,Egg Planet,,"Pimple Saudagar, Pune"
4746,Rolls & Meals,,"Wakad, Pune"
4747,House Of Candy,,"Camp Area, Pune"
4748,Guptaji's,"
Digital payments accepted","Kothrud, Pune"
4749,Kamat Non Veg,,"Chinchwad, Pune"
4750,Cafe Chokolade,"
Digital payments accepted","Katraj, Pune"
4751,Lalji Pav Bhaji and Chat,,"Chandan Nagar, Pune"
4752,333 Momos,,"Wakad, Pune"
4753,Chinese Hub,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4754,The Jalebi Hunt,"
Digital payments accepted","Koregaon Park, Pune"
4755,Caffeinator,,"Pimple Nilakh, Pune"
4756,Food For Thought,"Cash and Cards accepted
Digital payments accepted","Fatima Nagar, Pune"
4757,Wake And Bake,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4758,Taste Of Indore,,"Wakad, Pune"
4759,Jenny's Brownies,,"Balewadi, Pune"
4760,Meals 85,,"Baner, Pune"
4761,Henny's Gourmet,"
Digital payments accepted","Koregaon Park, Pune"
4762,Alibaba - Flavour Of Middle East,Cash and Cards accepted,"Viman Nagar, Pune"
4763,Hotel Jayesh,,"Hinjawadi, Pune"
4764,Apoorva Bake House And Cloud Kitchen,,"Pimpri, Pune"
4765,Chinese Club,,"Dange Chowk, Pune"
4766,McDonald's,"Cash, Cards and Meal Coupons accepted","Amanora Town Centre, Hadapsar, Pune"
4767,Mughal Darbar,,"Wakad, Pune"
4768,Cafe Coffee Day,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
4769,Kouzina Kafe - The Food Court,,"Wakad, Pune"
4770,Sawariya Delhi Chaat And Pav Bhaji,,"Wakad, Pune"
4771,Preeti Juice Bar And Pav Bhaji,"
Digital payments accepted","Sadashiv Peth, Pune"
4772,Bhairavee Pure Veg Restaurant,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4773,Hotel New Sangam,,"Akurdi, Pune"
4774,129 @ Paratha,"
Digital payments accepted","Hadapsar, Pune"
4775,WS Bakers,"Cash and Cards accepted
Digital payments accepted","Shivaji Nagar, Pune"
4776,Super Bakery,,"Viman Nagar, Pune"
4777,Kekiz The Cake Shop,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4778,Kouzina Kafe - The Food Court,,"Law College Road, Pune"
4779,NOTO - Healthy Ice Cream,,"Baner, Pune"
4780,MG Paratha Point,,"Bhosari, Pune"
4781,McDonald's,"
Digital payments accepted","Chinchwad, Pune"
4782,GetAWhey - Healthy Ice Cream,,"Mundhwa, Pune"
4783,The Chaap House,"
Digital payments accepted","Wakad, Pune"
4784,Sprinkles And Sparkles,,"Ravet, Pune"
4785,Shrivastav Rasoi,,"Karve Nagar, Pune"
4786,Martini 24 Bar & Kitchen,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4787,Meatable,,"Wadgaon Sheri, Pune"
4788,Apna Punjab,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
4789,Pizza Point,"
Digital payments accepted","Hadapsar, Pune"
4790,The Waffle Jar,,"Hadapsar, Pune"
4791,Mother Bakes The Cake Shop & Bakery,,"Wakad, Pune"
4792,Eatsome,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
4793,The Red Counter,"
Digital payments accepted","Pimple Gurav, Pune"
4794,L.K Caterers,,"Wadgaon Sheri, Pune"
4795,Chulangan Restaurant,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4796,Burger N More,,"Dhankawadi, Pune"
4797,Roll Town,,"Dhanori, Pune"
4798,Big Loaf Sandwich,,"Hadapsar, Pune"
4799,Shrinidhi's Hyderabadi Spice,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
4800,Latha's Creations,,"Mundhwa, Pune"
4801,Wadeshwar,"Cash and Cards accepted
Digital payments accepted","Law College Road, Pune"
4802,De Cheesecake Studio,,"Pashan, Pune"
4803,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Pimpri, Pune"
4804,Food China - Momos And Noodles,"Cash and Cards accepted
Digital payments accepted","Pashan, Pune"
4805,The Grill Junction,"
Digital payments accepted","Pimpri, Pune"
4806,Artinci Indulge Guilt Free!,,"Wakad, Pune"
4807,Box @69,,"Kondhwa, Pune"
4808,NIC - Natural Ice Creams,,"Kalyani Nagar, Pune"
4809,Radhakrishn Family Restaurant  Veg Non-Veg,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4810,Fat Stacks,,"Kondhwa, Pune"
4811,The Burger Bar,,"Lohegaon, Pune"
4812,The Daily Baker Cakes & Icecream,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
4813,Paratha Plan,,"Wadgaon Sheri, Pune"
4814,Keventers Ice Creams,,"Baner, Pune"
4815,Mohar Multi-Cuisine Family Restaurant & Bar,"Cash and Cards accepted
Digital payments accepted","Lohegaon, Pune"
4816,The Pizza Way,,"Undri, Pune"
4817,Wasabi 15,"
Digital payments accepted","Viman Nagar, Pune"
4818,South Kitchen,"
Digital payments accepted","Karve Nagar, Pune"
4819,Spicy Food,,"Sadashiv Peth, Pune"
4820,House Of Asia,,"Balewadi, Pune"
4821,New Poona Bakery,,"Wakad, Pune"
4822,Cafe Mirzapur,,"Wakad, Pune"
4823,Shanghai- The Chinese World,,"Kharadi, Pune"
4824,FML - Food Music Love,Cash and Cards accepted,"Kalyani Nagar, Pune"
4825,Rohit Wadewale,,"Parvati, Pune"
4826,Zillionth Bistro,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
